
                        S T E P       1


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.1575111E+08   0.3968767E+04   0.6316489E+03   0.0000000E+00
      2   0.8949544E+08   0.9460203E+04   0.1505638E+04   0.0000000E+00
      3   0.5838708E+09   0.2416342E+05   0.3845728E+04   0.0000000E+00
      4   0.6242397E+09   0.2498479E+05   0.3976453E+04   0.0000000E+00
      5   0.2335793E+10   0.4833004E+05   0.7691965E+04   0.0000000E+00
      6   0.3488372E+10   0.5906244E+05   0.9400080E+04   0.0000000E+00
      7   0.4381443E+10   0.6619247E+05   0.1053486E+05   0.0000000E+00
      8   0.5797358E+10   0.7614038E+05   0.1211812E+05   0.0000000E+00
      9   0.1102508E+11   0.1050004E+06   0.1671133E+05   0.0000000E+00
     10   0.1220652E+11   0.1104831E+06   0.1758393E+05   0.0000000E+00
     11   0.1586528E+11   0.1259574E+06   0.2004675E+05   0.0000000E+00
     12   0.1720065E+11   0.1311512E+06   0.2087337E+05   0.0000000E+00
     13   0.2026147E+11   0.1423428E+06   0.2265456E+05   0.0000000E+00
     14   0.2384560E+11   0.1544202E+06   0.2457674E+05   0.0000000E+00
     15   0.2521259E+11   0.1587847E+06   0.2527138E+05   0.0000000E+00
     16   0.2777728E+11   0.1666652E+06   0.2652559E+05   0.0000000E+00
     17   0.3350391E+11   0.1830407E+06   0.2913184E+05   0.0000000E+00
     18   0.3754860E+11   0.1937746E+06   0.3084019E+05   0.0000000E+00
     19   0.4196241E+11   0.2048473E+06   0.3260246E+05   0.0000000E+00
     20   0.4535249E+11   0.2129612E+06   0.3389383E+05   0.0000000E+00
     21   0.5404419E+11   0.2324741E+06   0.3699940E+05   0.0000000E+00
     22   0.5808900E+11   0.2410166E+06   0.3835898E+05   0.0000000E+00
     23   0.6137094E+11   0.2477316E+06   0.3942771E+05   0.0000000E+00
     24   0.6783044E+11   0.2604428E+06   0.4145076E+05   0.0000000E+00
     25   0.7726781E+11   0.2779709E+06   0.4424044E+05   0.0000000E+00
     26   0.8109311E+11   0.2847685E+06   0.4532232E+05   0.0000000E+00
     27   0.8312027E+11   0.2883059E+06   0.4588530E+05   0.0000000E+00
     28   0.8572886E+11   0.2927949E+06   0.4659976E+05   0.0000000E+00
     29   0.8726165E+11   0.2954008E+06   0.4701450E+05   0.0000000E+00
     30   0.9087853E+11   0.3014607E+06   0.4797895E+05   0.0000000E+00
     31   0.9866297E+11   0.3141066E+06   0.4999162E+05   0.0000000E+00
     32   0.1001671E+12   0.3164918E+06   0.5037124E+05   0.0000000E+00
     33   0.1037532E+12   0.3221074E+06   0.5126499E+05   0.0000000E+00
     34   0.1074570E+12   0.3278063E+06   0.5217200E+05   0.0000000E+00
     35   0.1168139E+12   0.3417805E+06   0.5439605E+05   0.0000000E+00
     36   0.1224195E+12   0.3498850E+06   0.5568593E+05   0.0000000E+00
     37   0.1253057E+12   0.3539855E+06   0.5633854E+05   0.0000000E+00
     38   0.1267223E+12   0.3559808E+06   0.5665611E+05   0.0000000E+00
     39   0.1356423E+12   0.3682964E+06   0.5861620E+05   0.0000000E+00
     40   0.1400319E+12   0.3742084E+06   0.5955712E+05   0.0000000E+00

     P A R T I C I P A T I O N   F A C T O R S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

      1  -0.4103195E+00   0.3309035E-02  -0.2657895E-03  -0.1316039E-04   0.6154948E-02   0.4453476E-01
      2   0.8525300E-03  -0.1023998E-04  -0.4378295E+00  -0.4582444E-01  -0.2391204E-02  -0.6122491E-04
      3  -0.2396014E+00   0.2613456E-01  -0.3482251E-02   0.2258556E-03   0.3702865E-02   0.1134304E-01
      4   0.6918821E-02  -0.1691788E-02  -0.1124626E-01  -0.8310333E-03   0.4306039E-02  -0.3287619E-03
      5   0.7347033E-02  -0.4339344E-02  -0.3014359E+00  -0.1053241E-01  -0.2300915E-02  -0.2595469E-03
      6   0.1240733E+00  -0.4063645E+00   0.1053325E-01  -0.5761283E-02  -0.1816730E-02  -0.1823285E-02
      7   0.1248790E+00   0.3047715E+00   0.1210991E-01   0.4925930E-02  -0.1720626E-02  -0.6451446E-02
      8  -0.1751071E-02   0.1801093E-01   0.6502070E-02   0.4407833E-03  -0.2073291E-02  -0.6699378E-04
      9   0.9054560E-01   0.1782811E-01  -0.2835141E+00  -0.5922820E-02  -0.6322613E-02  -0.2715458E-02
     10   0.2100116E+00   0.2567597E-01   0.1540434E+00   0.3639530E-02  -0.1429074E-03  -0.6029616E-02
     11   0.7188000E-02  -0.1749153E-01  -0.4125874E+00  -0.9333229E-02  -0.2469868E-01  -0.4234929E-04
     12   0.1643451E-01   0.3467119E-01  -0.2385953E+00  -0.4627692E-02  -0.1450808E-01  -0.7202218E-03
     13   0.4186615E+00  -0.1704952E-01  -0.3187810E-01  -0.6916289E-03  -0.5505353E-02  -0.9974168E-02
     14   0.1782692E+00   0.1026227E+00   0.3355811E-01   0.2088552E-02  -0.1796512E-02  -0.5109390E-02
     15  -0.1888849E+00   0.1451161E-01  -0.1338977E+00  -0.1539741E-02   0.5698464E-02   0.4243560E-02
     16   0.3336434E+00   0.1401740E-01  -0.5995754E-01  -0.5959080E-03  -0.3904761E-02  -0.7806125E-02
     17   0.7870579E-01   0.7405074E-01  -0.1406228E-01   0.1222608E-02  -0.3296537E-02  -0.2595393E-02
     18   0.1115788E+00   0.1766697E+00   0.1254473E-01   0.2589499E-02  -0.8662133E-03  -0.4637826E-02
     19   0.6318973E-01   0.1953611E-01   0.1559714E-01   0.6025204E-03  -0.1288074E-02  -0.2377151E-02
     20   0.2156120E-01  -0.9608759E-01   0.1006061E-01  -0.1459596E-02   0.1005206E-03  -0.6353542E-03
     21  -0.3265388E-02   0.1771470E-01  -0.1066671E+00  -0.3774323E-03  -0.1438418E-02  -0.1027287E-02
     22  -0.3830357E-01   0.5852929E-01  -0.4696497E-02   0.8371284E-03   0.5392757E-03  -0.3701857E-02
     23  -0.5685790E-01   0.9326050E-01   0.3054366E-01   0.1565365E-02   0.1365081E-02  -0.4794522E-02
     24  -0.1313994E-01  -0.1948712E-01  -0.3610340E-01  -0.3897662E-03  -0.2299248E-02  -0.2512221E-04
     25   0.1283367E-01   0.5939494E-01  -0.2820956E-01   0.7569034E-03  -0.2742489E-02  -0.1176466E-02
     26  -0.8372130E-01   0.4474713E+00  -0.2776514E-01   0.6630386E-02   0.8673686E-03  -0.2028248E-01
     27  -0.1108691E-01   0.2166874E+00   0.5970983E-01   0.3424628E-02   0.1612637E-02  -0.8975755E-02
     28  -0.5040107E-02   0.2189396E-01   0.2549514E-01   0.3182297E-03  -0.1456750E-02  -0.1378029E-02
     29   0.1168620E+00   0.4149306E-01  -0.3916172E-02   0.6131087E-03  -0.1709752E-02   0.7334675E-02
     30  -0.4301964E-01  -0.3017858E+00  -0.3287243E-02  -0.4532741E-02   0.6002130E-03   0.1470936E-01
     31   0.5680355E-02   0.2746258E-01  -0.1018573E+00   0.4468765E-03  -0.2630348E-02  -0.1780717E-02
     32   0.5198161E-01  -0.3676533E-01  -0.8937320E-02  -0.5465539E-03  -0.1113353E-02   0.3971517E-02
     33   0.4921234E-02   0.1348371E-02  -0.8879698E-01   0.2029854E-03  -0.3422367E-02  -0.1459181E-04
     34  -0.3383193E-02  -0.1196564E-02  -0.2270537E+00   0.8533551E-03  -0.1230655E-01   0.1211822E-03
     35  -0.1103507E-02  -0.7893514E-02  -0.8662439E-01   0.2351922E-03  -0.1835633E-02   0.2109677E-03
     36  -0.4760650E-01   0.2781713E-01  -0.2327007E-01   0.3291052E-03   0.4805569E-03   0.3994417E-03
     37  -0.5223059E-01   0.3944301E-01   0.8784616E-02   0.6577106E-03   0.1187201E-02   0.5350447E-04
     38   0.7224577E-02  -0.7136993E-02  -0.3523291E-01  -0.2186721E-03  -0.2925826E-03  -0.3019313E-04
     39   0.4663296E-02  -0.3608726E-02  -0.6073973E-01   0.3599493E-03  -0.6504296E-03   0.5010740E-04
     40   0.1273028E-02  -0.1904581E-01   0.1455666E-01  -0.3881568E-03   0.2393628E-02   0.4272240E-03

     E F F E C T I V E   M O D A L   M A S S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

      1   0.1683621E+00   0.1094971E-04   0.7064408E-07   0.1731960E-09   0.3788338E-04   0.1983345E-02
      2   0.7268073E-06   0.1048572E-09   0.1916946E+00   0.2099879E-02   0.5717858E-05   0.3748489E-08
      3   0.5740885E-01   0.6830154E-03   0.1212607E-04   0.5101077E-07   0.1371121E-04   0.1286646E-03
      4   0.4787008E-04   0.2862147E-05   0.1264784E-03   0.6906163E-06   0.1854197E-04   0.1080844E-06
      5   0.5397889E-04   0.1882991E-04   0.9086360E-01   0.1109316E-03   0.5294208E-05   0.6736458E-07
      6   0.1539418E-01   0.1651321E+00   0.1109494E-03   0.3319238E-04   0.3300509E-05   0.3324367E-05
      7   0.1559476E-01   0.9288570E-01   0.1466499E-03   0.2426478E-04   0.2960554E-05   0.4162115E-04
      8   0.3066249E-05   0.3243938E-03   0.4227692E-04   0.1942899E-06   0.4298537E-05   0.4488166E-08
      9   0.8198506E-02   0.3178415E-03   0.8038024E-01   0.3507980E-04   0.3997543E-04   0.7373712E-05
     10   0.4410487E-01   0.6592553E-03   0.2372936E-01   0.1324618E-04   0.2042253E-07   0.3635627E-04
     11   0.5166735E-04   0.3059537E-03   0.1702284E+00   0.8710916E-04   0.6100250E-03   0.1793462E-08
     12   0.2700930E-03   0.1202091E-02   0.5692774E-01   0.2141554E-04   0.2104844E-03   0.5187195E-06
     13   0.1752775E+00   0.2906861E-03   0.1016213E-02   0.4783505E-06   0.3030891E-04   0.9948402E-04
     14   0.3177990E-01   0.1053142E-01   0.1126147E-02   0.4362048E-05   0.3227457E-05   0.2610587E-04
     15   0.3567752E-01   0.2105867E-03   0.1792860E-01   0.2370803E-05   0.3247249E-04   0.1800780E-04
     16   0.1113179E+00   0.1964874E-03   0.3594907E-02   0.3551064E-06   0.1524716E-04   0.6093558E-04
     17   0.6194602E-02   0.5483513E-02   0.1977478E-03   0.1494771E-05   0.1086716E-04   0.6736066E-05
     18   0.1244983E-01   0.3121220E-01   0.1573701E-03   0.6705505E-05   0.7503256E-06   0.2150943E-04
     19   0.3992942E-02   0.3816596E-03   0.2432709E-03   0.3630308E-06   0.1659135E-05   0.5650848E-05
     20   0.4648856E-03   0.9232824E-02   0.1012159E-03   0.2130419E-05   0.1010438E-07   0.4036749E-06
     21   0.1066276E-04   0.3138106E-03   0.1137786E-01   0.1424551E-06   0.2069047E-05   0.1055319E-05
     22   0.1467164E-02   0.3425678E-02   0.2205709E-04   0.7007839E-06   0.2908183E-06   0.1370374E-04
     23   0.3232821E-02   0.8697520E-02   0.9329149E-03   0.2450369E-05   0.1863447E-05   0.2298744E-04
     24   0.1726580E-03   0.3797479E-03   0.1303456E-02   0.1519177E-06   0.5286539E-05   0.6311254E-09
     25   0.1647031E-03   0.3527759E-02   0.7957793E-03   0.5729027E-06   0.7521248E-05   0.1384073E-05
     26   0.7009255E-02   0.2002306E+00   0.7709031E-03   0.4396201E-04   0.7523283E-06   0.4113788E-03
     27   0.1229196E-03   0.4695343E-01   0.3565264E-02   0.1172808E-04   0.2600598E-05   0.8056417E-04
     28   0.2540268E-04   0.4793456E-03   0.6500019E-03   0.1012701E-06   0.2122120E-05   0.1898963E-05
     29   0.1365673E-01   0.1721674E-02   0.1533640E-04   0.3759023E-06   0.2923253E-05   0.5379745E-04
     30   0.1850689E-02   0.9107467E-01   0.1080597E-04   0.2054574E-04   0.3602556E-06   0.2163654E-03
     31   0.3226644E-04   0.7541934E-03   0.1037491E-01   0.1996986E-06   0.6918731E-05   0.3170954E-05
     32   0.2702088E-02   0.1351689E-02   0.7987568E-04   0.2987212E-06   0.1239556E-05   0.1577295E-04
     33   0.2421854E-04   0.1818104E-05   0.7884903E-02   0.4120308E-07   0.1171260E-04   0.2129210E-09
     34   0.1144600E-04   0.1431766E-05   0.5155339E-01   0.7282149E-06   0.1514511E-03   0.1468513E-07
     35   0.1217727E-05   0.6230756E-04   0.7503785E-02   0.5531537E-07   0.3369550E-05   0.4450736E-07
     36   0.2266379E-02   0.7737927E-03   0.5414960E-03   0.1083102E-06   0.2309350E-06   0.1595537E-06
     37   0.2728034E-02   0.1555751E-02   0.7716948E-04   0.4325832E-06   0.1409446E-05   0.2862728E-08
     38   0.5219451E-04   0.5093667E-04   0.1241358E-02   0.4781747E-07   0.8560459E-07   0.9116248E-09
     39   0.2174633E-04   0.1302290E-04   0.3689314E-02   0.1295635E-06   0.4230587E-06   0.2510751E-08
     40   0.1620600E-05   0.3627430E-03   0.2118965E-03   0.1506657E-06   0.5729455E-05   0.1825204E-06
TOTAL     0.7222000E+00   0.6808143E+00   0.7412304E+00   0.2527238E-02   0.1255116E-02   0.3262711E-02

     T O T A L   E F F E C T I V E   M A S S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

          0.7659992E+00   0.7659992E+00   0.7659992E+00   0.2552156E-02   0.1318723E-02   0.3413173E-02

