Name: Mxx
0.00360898,0.00538995,0.00167992,0.000534473,0.0042937,-0.00133711,0.0012425,0.00440837,-0.000708898,0.00354124,0.00466951,0.000899795
0.00538995,0.0162147,0.00449543,-0.0042937,0.0156295,-0.0038585,-0.00314703,0.0151162,-0.00317835,0.00476722,0.0150181,0.00362192
0.00167992,0.00449543,0.00437271,-0.00133711,0.0038585,0.000401038,-0.000845858,0.00378013,0.00174946,0.0008242,0.0038039,0.00181528
0.000534473,-0.0042937,-0.00133711,0.00360898,-0.00538995,0.00167992,0.00354124,-0.00466951,0.000899795,0.0012425,-0.00440837,-0.000708898
0.0042937,0.0156295,0.0038585,-0.00538995,0.0162147,-0.00449543,-0.00476722,0.0150181,-0.00362192,0.00314703,0.0151162,0.00317835
-0.00133711,-0.0038585,0.000401038,0.00167992,-0.00449543,0.00437271,0.0008242,-0.0038039,0.00181528,-0.000845858,-0.00378013,0.00174946
0.0012425,-0.00314703,-0.000845858,0.00354124,-0.00476722,0.0008242,0.00417,-0.0037887,0.000999893,0.00210791,-0.00377419,-0.00108413
0.00440837,0.0151162,0.00378013,-0.00466951,0.0150181,-0.0038039,-0.0037887,0.0143574,-0.00339215,0.00377419,0.014218,0.0033539
-0.000708898,-0.00317835,0.00174946,0.000899795,-0.00362192,0.00181528,0.000999893,-0.00339215,0.00297547,-0.00108413,-0.0033539,-0.000141685
0.00354124,0.00476722,0.0008242,0.0012425,0.00314703,-0.000845858,0.00210791,0.00377419,-0.00108413,0.00417,0.0037887,0.000999893
0.00466951,0.0150181,0.0038039,-0.00440837,0.0151162,-0.00378013,-0.00377419,0.014218,-0.0033539,0.0037887,0.0143574,0.00339215
0.000899795,0.00362192,0.00181528,-0.000708898,0.00317835,0.00174946,-0.00108413,0.0033539,-0.000141685,0.000999893,0.00339215,0.00297547
 
Name: Max
-0.0377852,-0.124663,-0.03212,0.0377852,-0.124663,0.03212,0.0311475,-0.118083,0.0272294,-0.0311475,-0.118083,-0.0272294
0.000575812,4.13489e-05,0.00205388,-0.000575812,4.13489e-05,-0.00205388,0.000460502,-0.000295639,0.00196711,-0.000460501,-0.000295639,-0.00196711
0.00397652,-0.00225011,-0.0374298,0.00397652,0.00225011,-0.0374298,0.0108011,0.000176931,-0.0241272,0.0108011,-0.000176932,-0.0241272
0.0255678,0.0151984,0.00673804,0.0255678,-0.0151984,0.00673804,0.0433365,0.00404228,0.00375864,0.0433365,-0.00404228,0.00375864
-0.00537012,-0.0168518,-0.00547819,0.00537012,-0.0168518,0.00547819,0.00394087,-0.0157446,0.00257807,-0.00394087,-0.0157446,-0.00257806
 
Name: omega_a2
2.58131e+07
8.98672e+07
2.93617e+08
3.52856e+08
7.05086e+08
 
Name: Kxx
1.52357e+07,3.06717e+06,3.10408e+06,-6.10267e+06,-624703,-1.39595e+06,-4.34834e+06,900750,-930073,-4.964e+06,-2.58237e+06,-830877
3.06717e+06,1.40535e+07,1.36657e+06,624703,-2.7384e+06,110309,-921076,-5.83041e+06,-638271,-2.40792e+06,-2.97269e+06,-802965
3.10408e+06,1.36657e+06,1.26469e+07,-1.39595e+06,-110309,-4.39068e+06,-774332,261575,-4.76951e+06,-937958,-875310,-2.99007e+06
-6.10267e+06,624703,-1.39595e+06,1.52357e+07,-3.06717e+06,3.10408e+06,-4.964e+06,2.58237e+06,-830877,-4.34834e+06,-900750,-930072
-624703,-2.7384e+06,-110309,-3.06717e+06,1.40535e+07,-1.36657e+06,2.40792e+06,-2.97269e+06,802965,921075,-5.83041e+06,638271
-1.39595e+06,110309,-4.39068e+06,3.10408e+06,-1.36657e+06,1.26469e+07,-937958,875310,-2.99007e+06,-774332,-261575,-4.76951e+06
-4.34834e+06,-921076,-774332,-4.964e+06,2.40792e+06,-937958,1.49906e+07,-2.65088e+06,2.3479e+06,-5.12615e+06,535585,-573884
900750,-5.83041e+06,261575,2.58237e+06,-2.97269e+06,875310,-2.65088e+06,1.36128e+07,-963618,-535585,-2.42906e+06,-245711
-930073,-638271,-4.76951e+06,-830877,802965,-2.99007e+06,2.3479e+06,-963618,1.24009e+07,-573884,245711,-3.45655e+06
-4.964e+06,-2.40792e+06,-937958,-4.34834e+06,921075,-774332,-5.12615e+06,-535585,-573884,1.49906e+07,2.65088e+06,2.3479e+06
-2.58237e+06,-2.97269e+06,-875310,-900750,-5.83041e+06,-261575,535585,-2.42906e+06,245711,2.65088e+06,1.36128e+07,963617
-830877,-802965,-2.99007e+06,-930072,638271,-4.76951e+06,-573884,-245711,-3.45655e+06,2.3479e+06,963617,1.24009e+07
 
Name: fa
-9.54659
0.0108714
-2.19404e-08
3.00559e-08
-8.46062
 
Name: fx
0.417498
1.38493
0.347999
-0.417498
1.38493
-0.347999
-0.347942
1.31429
-0.312034
0.347942
1.31429
0.312034
 
Name: Phi
-2.30042,0.000443519,0.137246,0.440059,-1.73982
0.0991835,8.77262e-05,0.0371542,0.383066,0.303927
-0.00441357,-2.23704,0.816847,-0.0418175,-0.062098
-4.64633,-0.00165788,-0.158883,-0.377461,-3.63827
0.053045,-0.00292014,-0.165949,-0.916716,0.127486
-0.0905404,4.46349,0.970928,0.00412877,-0.189094
-2.3376,8.74058e-05,0.115081,0.176552,-1.93803
0.0959724,0.000864741,0.0522928,0.406153,0.293051
-0.00545937,-2.3672,0.907971,-0.0470626,-0.0689123
-4.6388,-0.00172138,-0.174642,-0.150865,-3.74089
0.0637084,0.00319341,0.0384018,-1.12599,0.142306
0.0968859,4.72496,1.04527,0.0744397,0.504371
-4.64633,-0.00165788,0.158883,0.377461,-3.63827
-0.053045,0.00292014,-0.165949,-0.916716,-0.127486
-0.0905404,4.46349,-0.970928,-0.00412868,-0.189094
-2.31359,-0.00037267,0.104304,0.354534,-1.78591
0.0744468,0.000100214,0.0454063,0.509009,0.253509
0.024768,-2.23264,0.398189,-0.00186271,0.0221719
-2.3161,-0.000445922,0.091542,0.333923,-1.79481
0.0723257,0.000347372,0.0444027,0.564595,0.264725
0.0295386,-2.23059,0.205854,0.0349894,0.0308028
-2.32148,-0.000683007,0.0523736,0.231124,-1.81357
0.0620484,0.000641638,0.0596459,0.606733,0.24569
0.0381179,-2.22866,-0.0116344,0.0702886,0.0543826
-2.30968,0.000453307,0.133239,0.366223,-1.79492
0.099453,0.000340993,0.0457438,0.394581,0.305137
-0.00338212,-2.28053,0.851087,-0.0479141,-0.0589466
-2.32889,0.000294849,0.12392,0.280168,-1.88586
0.098688,0.000575819,0.0466286,0.398556,0.302318
-0.00633672,-2.32396,0.880011,-0.051356,-0.0706661
-4.6388,-0.00172138,0.174642,0.150865,-3.74089
-0.0637084,-0.00319342,0.0384018,-1.12599,-0.142306
0.0968859,4.72496,-1.04527,-0.0744397,0.504371
-2.32202,-0.000642863,0.0980192,0.157432,-1.88175
0.0728961,0.000727308,0.0381087,0.544501,0.245502
-0.0308899,-2.36297,0.478418,-0.000966279,-0.186454
-2.32045,-0.000596105,0.082486,0.16566,-1.87654
0.0722133,0.000445502,0.0495155,0.576113,0.263994
-0.0329086,-2.36103,0.289658,0.00823279,-0.202504
-2.31535,-0.000704417,0.0461553,0.133433,-1.85718
0.0618131,0.000102832,0.0337405,0.607526,0.247128
-0.0403135,-2.3592,0.0640867,0.0183471,-0.23746
-2.31624,-0.000656261,0.0756004,0.260928,-1.81669
0.0520412,0.00072226,0.0564971,0.611768,0.228541
0.0103497,-2.26973,-0.19104,0.0404714,-0.0590726
-2.32064,-0.000646422,0.0749916,0.216226,-1.85505
0.0540125,2.06568e-05,0.0367967,0.652358,0.238653
-0.0109243,-2.3132,-0.165862,0.0414953,-0.138477
-2.3247,-0.000220847,0.106415,0.257047,-1.87099
0.0797688,0.000663949,0.034196,0.481456,0.251302
-0.0081421,-2.32195,0.665225,-0.0303301,-0.0897435
-2.31332,-0.000149678,0.113688,0.332623,-1.80778
0.0799321,9.48765e-05,0.0486297,0.462215,0.25382
0.00127165,-2.27854,0.637114,-0.0277434,-0.0538808
-2.32053,-0.000512131,0.101257,0.237049,-1.855
0.0761528,0.000522161,0.0420144,0.533851,0.258168
-0.0103672,-2.31975,0.462536,-0.00663863,-0.10856
-2.31558,-0.000428343,0.103046,0.304262,-1.81522
0.0761303,0.000267083,0.0458699,0.520837,0.259011
0.00706388,-2.27619,0.430711,-0.00177259,-0.0436763
-2.32045,-0.000611143,0.0877537,0.226664,-1.85445
0.0725607,0.000410673,0.0460235,0.573764,0.265351
-0.0115657,-2.31756,0.261765,0.0148188,-0.122688
-2.31604,-0.000546295,0.0909127,0.286866,-1.81644
0.0728402,0.000384263,0.0475588,0.572708,0.266446
0.00834579,-2.27408,0.233692,0.0229348,-0.0482477
-2.32093,-0.000684181,0.0743752,0.216587,-1.85594
0.0636028,0.000278025,0.0415246,0.607975,0.252962
-0.0119506,-2.31553,0.0414274,0.0302393,-0.132611
-2.31512,-0.000659729,0.0774947,0.269591,-1.81254
0.0637986,0.000527618,0.05677,0.616979,0.252618
0.0102702,-2.27188,0.025864,0.0428732,-0.0504216
-2.2904,-0.0266031,2.02531,0.126229,-1.59419
0.267664,0.392157,-0.222663,0.824597,1.03329
0.0211429,-2.22527,-0.167192,0.104533,-0.0223342
-2.28148,0.0333284,-1.55988,0.973096,-1.7616
0.164007,-0.391019,0.337102,0.341013,0.540726
-0.00865308,-2.2357,0.864363,-0.0328982,-0.070027
-2.28138,0.0333422,-1.5585,0.9731,-1.7603
0.106829,-0.391252,0.301177,0.19616,0.298706
-0.00607033,-2.24097,1.15852,-0.109619,-0.0440593
-2.2774,-0.0273136,1.99621,0.127038,-1.54529
